x,y,z,price,floor_count,floor_number,apartment_type,age_of_property,main_entrance_facing,built_up_area,bedroom_count,bathroom_count,has_swimming_pool,has_gym,number_of_lifts,parking_count,has_gas_pipeline,has_servant_room,power_backup_type,is_gated_community,security_type
1776.405481841061,5749.7228904754675,2091.5810399856505,30000000,6,2,5,3,4,1750,3,3,0,0,1,2,0,0,1,0,1
1775.5361072094252,5755.076863503209,2077.547310451838,28000000,10,1,2,0,4,955,2,1,0,0,2,1,1,0,0,1,2
1777.1781138512322,5750.919682844391,2087.630655341394,42500000,7,6,9,20,4,2700,4,4,0,0,1,2,0,0,0,1,1
1775.5448098628488,5754.126809069485,2080.16977511859,35000000,5,4,2,30,6,1100,2,2,0,0,1,1,1,0,0,1,2
1778.472592548141,5755.5490973887045,2073.723902814249,16000000,8,7,0,10,5,550,1,1,0,0,1,0,0,0,1,0,1
1774.2501864790474,5755.190204772313,2078.331778776403,6500000,4,0,0,50,6,450,1,1,0,0,0,0,1,0,1,1,1
1777.1137883251067,5751.334964603231,2086.5410871289205,4500000,8,6,1,4,6,300,1,1,0,0,2,0,0,0,0,0,1
1772.6479146647116,5754.852769826869,2080.6321078582987,12000000,15,2,2,2,5,850,2,2,0,0,2,1,0,0,0,1,1
1771.5009671235764,5749.983445112424,2095.0216477194904,8000000,8,6,0,15,3,525,1,1,0,0,1,0,0,0,0,1,2
1773.1019820624342,5755.05726209385,2079.6793674090977,12000000,5,4,2,15,0,1000,2,2,0,0,0,0,0,0,0,1,1
1773.385147171684,5751.597654122697,2088.987923584325,33000000,28,9,3,2,1,1377,3,1,1,1,2,1,1,0,0,1,2
1770.832774196925,5755.219370088245,2081.1636860158505,13500000,12,2,2,5,5,920,2,2,0,0,2,1,1,0,0,1,1
1775.0459763465694,5753.441140587209,2082.490773966215,9500000,8,1,0,10,4,510,1,1,0,0,1,1,1,0,0,1,1
1772.5277323411378,5747.414513659586,2101.1931958429527,6200000,5,2,0,25,7,420,1,1,0,0,1,2,1,0,0,1,1
1773.8011487758406,5749.930675845739,2093.219459963448,9000000,20,11,0,0,4,720,1,2,0,0,2,0,0,0,0,1,2
1773.213993894062,5747.148860534175,2101.340787858791,13500000,12,6,2,5,5,1050,2,2,1,1,2,2,1,0,0,1,2
1770.044984385133,5755.920213552294,2079.895249399149,12000000,4,2,2,32,3,1000,2,1,0,0,0,1,0,0,0,1,1
1778.285311907722,5753.182982656182,2080.439356849552,80000000,4,2,5,35,1,1700,3,3,0,0,1,2,1,0,1,1,2
1775.0319757508055,5749.348657188753,2093.774702097639,9500000,9,6,0,4,5,650,1,1,0,0,1,0,0,0,0,1,1
1777.243689687854,5748.468878530379,2094.314069100524,9800000,16,14,2,1,5,950,2,2,0,0,2,0,0,0,0,1,2
1773.196898096735,5749.951678724774,2093.673673930651,10000000,8,3,2,5,7,950,2,2,0,0,1,1,0,0,0,1,1
1776.2625704775749,5750.629686159501,2089.208101980624,19900000,25,15,2,0,5,1250,2,3,1,1,2,1,0,0,2,1,1
1772.732254273367,5747.513447092799,2100.749992299491,6200000,11,10,0,1,4,410,1,1,0,0,1,0,0,0,0,1,1
1772.9885209284193,5747.541482223506,2100.4570014109026,11500000,12,8,2,2,6,996,2,2,0,0,2,0,0,0,0,1,1
1772.3437675657008,5750.6315703152895,2092.528401734161,3500000,7,2,0,10,3,285,1,1,0,0,1,1,0,0,0,1,2
1772.0392666971356,5755.5282312487025,2079.2817549775823,8000000,8,7,0,15,7,480,1,1,0,0,1,1,1,0,0,1,1
1766.420177234854,5754.603592024392,2086.6092725082863,6500000,11,9,0,1,2,500,1,1,0,0,2,1,0,0,0,1,1
1772.841170326472,5749.01515326651,2096.544765157067,7400000,7,6,0,10,4,560,1,1,0,0,1,0,1,0,0,1,1
1774.512188455041,5755.21729776917,2078.0330479766294,4500000,8,2,1,15,2,400,1,1,0,0,1,0,0,0,0,1,0
1773.3737397318507,5746.926756667433,2101.8133677206924,4600000,8,0,1,12,0,380,1,1,0,0,1,2,0,0,0,0,1
1781.7965929294915,5756.258909740237,2068.8946965616688,145000000,8,5,10,35,3,2000,5,4,0,0,2,2,0,0,0,0,1
1773.6670507119204,5747.36281913961,2100.373018868426,14000000,19,14,2,0,4,1020,2,2,0,0,2,0,0,0,0,0,1
1769.53083127785,5753.727117846057,2086.3906370859777,2800000,8,6,1,8,1,225,1,1,0,0,1,0,0,0,0,1,1
1771.130752693662,5754.989593658192,2081.5454916356493,7000000,7,4,0,3,4,525,1,1,0,0,1,2,1,0,0,1,1
1771.138422542321,5751.901219569462,2090.0579055398503,2300000,12,8,1,6,2,340,1,1,0,0,2,2,0,0,2,1,1
1777.007044060266,5751.471728279949,2086.2549997918873,70000000,14,8,5,2,4,1780,3,3,0,0,2,2,1,0,0,1,1
1772.1725838799534,5747.700235107102,2100.7111510852724,3600000,8,7,1,15,4,300,1,1,0,0,1,1,0,0,0,0,1
1774.8462558293731,5753.464640925577,2082.596070722203,5500000,1,1,0,15,5,600,1,1,0,0,0,0,0,0,0,0,0
1779.3625414968583,5749.692851113758,2089.148645685414,2000000,4,1,0,5,4,410,1,1,0,0,0,0,0,0,0,1,0
1776.0089371095837,5751.919325157678,2085.870880995402,51000000,13,10,5,1,7,1350,3,4,0,1,2,1,0,0,1,1,2
1771.8535427695747,5748.230405782663,2099.5292865331962,12600000,8,1,2,17,1,950,2,2,0,0,1,0,1,0,0,1,1
1778.6556636118696,5756.125530267632,2071.9661942470466,8000000,4,2,0,35,7,330,1,1,0,0,0,1,0,0,0,1,0
1774.209833187845,5749.666893843046,2093.5976398689463,14550000,7,3,2,0,5,885,2,2,0,0,1,0,0,0,0,1,1
1775.0129324492825,5753.4135256806885,2082.595230032063,20000000,12,7,2,1,1,800,2,2,0,0,1,1,1,0,0,1,1
1776.8829342261188,5750.190759259305,2089.8885784138984,27000000,16,1,2,10,4,1000,2,2,1,1,2,1,1,0,0,1,1
1775.297693576297,5748.503224107824,2095.8696957598845,17500000,16,4,2,9,2,970,2,2,0,1,2,1,1,0,0,1,2
1773.7031438484325,5747.292520222634,2100.5348948530113,28000000,22,17,5,0,6,1700,3,3,0,0,2,0,0,0,0,0,1
1776.0743412063114,5751.331357026273,2087.435880738592,45000000,15,2,6,7,6,1350,4,4,0,0,2,1,0,0,0,1,1
1771.0388607940286,5755.326649910527,2080.691593289856,35000000,8,7,5,2,4,2200,3,3,0,0,1,1,0,0,0,1,1
1775.2565231551116,5748.470263828991,2095.9949672814296,17500000,7,2,2,9,1,850,2,2,0,0,1,0,1,0,0,0,1
1778.8172238822815,5754.664267320977,2075.88281327219,7200000,8,7,1,10,3,300,1,1,0,0,1,0,1,0,0,1,1
1777.6815091553094,5750.179111798997,2089.2414016187313,48000000,20,8,6,14,2,1645,4,3,1,1,1,1,1,0,0,1,2
1775.079759934312,5749.322583558451,2093.8057875687346,6500000,3,2,1,40,1,450,1,1,0,0,0,1,0,0,0,1,1
1775.3684516665771,5749.285418445752,2093.6630669890696,15000000,13,9,2,3,1,1030,2,2,0,0,2,1,1,0,0,1,1
1774.1391066919741,5747.840376022102,2098.666824885816,10500000,13,12,0,0,0,650,1,2,0,0,2,0,0,0,0,1,2
1764.7255706741041,5753.876736345493,2090.0447753938424,17000000,25,15,2,0,4,1000,2,2,1,1,3,1,0,0,1,1,2
1777.1127488373374,5750.133940529821,2089.849502688363,33000000,8,5,5,7,7,1405,3,3,1,1,1,1,1,0,0,1,1
1774.436874726991,5750.309338035573,2091.6398577455925,9500000,17,16,0,0,4,721,1,2,0,0,2,1,0,0,0,1,2
1764.829949388515,5753.161466182061,2091.924805957234,19500000,4,0,5,40,0,1450,3,3,0,0,0,0,1,0,0,1,1
1772.743184603925,5754.860736168691,2080.5289012037997,7600000,18,11,0,0,0,620,1,2,0,0,2,1,0,0,0,1,1
1770.06308097707,5753.627441224368,2086.21402472323,37500000,22,5,5,5,7,1500,3,3,1,1,3,1,1,0,0,1,2
1772.1238073995203,5750.699166317218,2092.5289268648744,15000000,7,7,2,9,1,850,2,2,0,0,1,1,1,0,0,1,1
1773.2532128031382,5747.734966638946,2099.703978316785,17500000,10,5,2,2,6,1125,2,2,0,0,2,0,0,0,0,0,1
1775.6796426863639,5750.8631726848425,2089.0609315207766,15000000,23,1,2,1,5,1205,2,2,0,0,2,2,0,0,2,1,2
1778.3529384797152,5754.988094023376,2075.38282344481,7000000,8,1,0,10,2,285,1,1,0,0,1,0,1,0,0,1,1
1774.9006739731171,5750.56518694804,2090.5426635663352,10500000,8,8,0,0,0,700,1,2,0,0,1,1,0,0,0,1,2
1772.9861690697278,5747.543473746606,2100.4535371391225,9600000,7,6,2,2,4,840,2,1,0,0,1,0,0,0,0,1,1
1773.22838528522,5747.095098607767,2101.475677036818,5700000,5,2,0,15,3,380,1,1,0,0,1,2,1,0,0,1,1
1770.389818300637,5753.863720405346,2085.2849153678258,26500000,22,8,5,5,3,1363,3,2,1,1,2,1,1,0,0,1,2
1772.799849864219,5747.756112411511,2100.0288961244128,9500000,8,7,0,10,1,630,1,1,0,0,1,0,1,0,0,0,2
1772.6467459749108,5748.402483282619,2098.388287275448,15000000,14,8,2,3,2,870,2,2,0,0,2,0,1,0,0,1,1
1770.9718159723116,5751.859496979405,2090.3138888787876,2400000,21,2,1,8,1,344,1,1,0,0,3,0,0,0,0,0,1
1768.969924393517,5755.946563079808,2080.7367852664447,12300000,20,5,0,0,4,790,1,2,1,1,4,1,1,0,0,1,2
1771.6469427227828,5748.2440817790875,2099.6661845714207,4500000,7,0,1,10,5,350,1,1,0,0,1,0,1,0,0,1,1
1772.7089741729667,5748.627082402414,2097.7203246276977,9500000,14,13,0,3,5,650,1,2,0,0,2,2,0,0,0,1,2
1765.7878466564666,5752.8564220033195,2091.9553696041125,13500000,44,18,3,0,0,1125,3,4,1,1,4,1,1,0,0,1,2
1772.371199937755,5754.761975013931,2081.118915527167,3700000,17,7,0,0,0,447,1,1,0,0,3,1,0,0,0,1,1
1773.330941474896,5749.5047352585525,2094.7872615726974,2400000,25,5,0,5,1,350,1,1,0,0,3,2,0,0,0,1,1
1775.360190630502,5750.2557963878735,2091.0034599761157,19500000,11,1,5,0,5,1450,3,3,0,0,2,0,0,0,0,1,1
1770.6623982333053,5755.089466101058,2081.667818998824,25000000,15,10,5,3,0,1490,3,3,0,0,2,1,0,0,0,1,2
1775.840329034995,5752.320610423851,2084.907604827097,14500000,7,6,0,5,1,550,1,2,0,0,1,0,0,0,0,1,1
1778.772465801694,5754.686065890319,2075.8607366472274,6800000,8,3,1,10,7,300,1,1,0,0,1,0,1,0,0,1,1
1772.3573932280392,5754.962806227914,2080.5752496853447,8500000,7,7,0,3,6,585,1,1,0,0,1,1,0,0,0,1,1
1779.3505558244367,5757.743048105647,2066.869031041484,150000000,5,3,6,50,0,2680,4,5,0,0,1,1,0,0,0,1,1
1765.7565263873487,5753.689438136726,2089.689627431397,19000000,21,1,9,9,3,1200,4,2,1,1,2,1,1,0,1,1,2
1773.2009854330722,5747.477011573492,2100.454062028831,8000000,5,2,0,25,0,520,1,1,0,0,0,0,1,0,0,0,1
1776.071438924031,5753.918988673013,2080.2950549444804,13000000,14,9,0,7,1,520,1,2,0,0,1,1,0,0,0,1,1
1770.9585691072714,5751.792914131674,2090.508316044255,17000000,21,12,5,6,7,1860,3,4,0,0,2,0,0,0,0,1,1
1773.558231243446,5747.682005833161,2099.591331714414,5900000,5,3,1,30,7,400,1,1,0,0,0,0,1,0,0,1,1
1774.180659147528,5751.160179028216,2089.516830242574,38500000,23,12,6,0,1,1950,4,4,1,1,3,0,0,0,0,1,2
1779.1452442824188,5749.834594420255,2088.943593435523,7400000,5,3,0,20,4,550,1,1,0,0,1,0,0,0,0,1,1
1772.8049842330176,5750.47740271876,2092.5613799120624,9000000,5,3,0,32,4,480,1,1,0,0,0,1,1,0,0,1,2
1770.3354908222752,5754.80167926858,2082.7411942492013,26000000,7,1,5,1,0,1785,3,3,0,0,1,1,0,0,0,1,2
1770.8604188905917,5756.540945174986,2077.4818226233706,8500000,7,2,0,10,2,900,1,1,1,0,1,1,1,0,0,1,2
1763.6983109904518,5753.509324009279,2091.922495301324,9500000,8,3,0,0,7,600,1,1,0,0,1,0,0,0,0,1,1
1773.768494849525,5747.274308231308,2100.5295410023623,17500000,19,11,2,2,6,1035,2,2,0,0,2,1,0,0,0,1,1
1762.8826981565937,5753.86252963349,2091.6384923355736,9500000,8,2,0,9,0,625,1,2,0,0,2,0,1,0,0,1,1
1778.8661051690574,5754.782177678687,2075.5140248508133,23000000,6,5,0,25,0,650,1,1,0,0,1,1,1,0,0,1,1
1777.6874448967715,5754.887920073707,2076.2305689990458,22000000,5,0,0,35,0,550,1,1,0,0,0,1,1,0,0,1,1
1772.3980072162917,5749.290586289896,2096.164129645888,8700000,7,2,0,20,5,555,1,2,0,0,1,0,0,0,0,1,1
1774.4458744496603,5747.501871667806,2099.3344359162143,10100000,22,12,0,0,6,650,1,2,0,0,1,0,0,0,0,0,1
1771.0575338360495,5755.515263108564,2080.1539048750524,22000000,8,6,2,3,5,1200,2,2,0,0,1,1,1,0,0,1,2
1774.325659305375,5747.685837671106,2098.9323395873307,8500000,13,9,0,1,7,775,1,1,0,0,2,0,0,0,0,0,1
1770.8625190933462,5751.780797002947,2090.623017595117,7600000,20,17,2,5,4,1050,2,2,0,0,2,2,0,0,0,1,2
1771.0866397201924,5751.750540419472,2090.516403999009,8000000,20,7,2,4,6,1150,2,3,0,0,4,1,0,0,0,1,2
1774.5008006641744,5753.743715369953,2082.1193928982484,7500000,8,3,0,0,1,520,1,1,0,0,1,1,0,0,0,1,1
1778.2167551695975,5752.874707312779,2081.3502284803044,75000000,11,6,5,1,5,2000,3,1,0,0,2,1,0,0,0,1,1
1769.9763294595155,5755.80816095321,2080.263735072418,17000000,15,2,2,3,5,1150,2,2,0,0,3,1,0,0,0,1,2
1772.9009460998307,5750.202262526627,2093.2360534234986,10400000,18,3,2,0,4,1030,2,2,0,0,2,0,0,0,0,0,1
1773.8613268090185,5755.238251568088,2078.5306495067216,7000000,8,5,0,8,3,475,1,1,0,0,1,1,1,0,0,1,1
1778.3612292807245,5750.437529349553,2087.9512827744247,10000000,5,4,0,30,0,500,1,1,0,0,0,1,0,0,0,1,1
1775.3319703431284,5749.972492523544,2091.8063319294542,7000000,23,22,0,1,4,550,1,2,0,0,2,0,0,0,0,1,2
1777.177688636089,5751.336068714786,2086.483617887865,4000000,8,7,1,5,0,300,1,1,0,0,1,0,0,0,0,1,1
1773.5883687182754,5750.021162645073,2093.151195561621,12000000,16,14,2,1,5,1003,2,2,0,0,2,0,0,0,0,1,2
1775.471136974382,5749.246709712949,2093.6822855021996,6500000,10,2,2,1,1,1100,2,2,0,0,1,0,0,0,0,1,2
1770.3336615216047,5754.802165947862,2082.7414044199777,18500000,8,1,2,1,6,1245,2,2,0,0,1,1,0,0,0,1,2
1776.469331156905,5748.509412795685,2094.8597199951955,7500000,8,3,0,10,1,650,1,1,0,0,2,1,0,0,0,1,1
1773.8118392763524,5747.41154679436,2100.1173944848656,4400000,7,5,1,7,7,300,1,2,0,0,1,1,1,0,0,1,1
1770.638654615066,5752.061077755945,2090.0414140748653,2100000,8,3,1,8,6,340,1,1,0,0,2,0,0,0,0,1,2
1777.1141814270286,5748.048208404743,2095.5781970678095,2300000,8,1,1,5,4,320,1,1,0,0,1,0,0,0,0,0,1
1770.9007799030012,5755.162720384515,2081.26247495006,7500000,15,14,0,0,4,525,1,1,0,0,2,2,0,0,0,1,1
1772.7411392262068,5747.531924647363,2100.6919403982934,7800000,11,3,0,0,1,635,1,2,0,0,2,0,0,0,0,0,1
1775.7052203762398,5747.322967077928,2098.75931979518,7300000,8,6,0,10,3,550,1,1,0,0,1,1,1,0,0,1,1
1771.6491720997528,5750.020805384599,2094.793772341924,4500000,8,1,0,12,1,315,1,1,0,0,1,0,0,0,0,1,0
1771.2708383142651,5749.661952472528,2096.0982919766143,6200000,8,5,0,12,6,500,1,1,1,1,2,0,1,0,1,1,2
1776.508275724465,5756.197598517384,2073.6076179222514,3000000,22,6,0,2,0,350,1,1,0,0,3,1,0,0,0,1,1
1763.5627653348006,5753.619034601781,2091.7350160555097,13500000,7,1,2,0,4,980,2,2,0,0,1,0,1,0,2,1,2
1764.7339254371457,5753.483438260043,2091.120153907612,12000000,7,6,2,1,3,1114,2,2,0,0,1,1,0,0,0,0,1
1772.4529296182434,5749.028213559368,2096.8371925321435,5900000,17,14,0,0,2,710,1,2,1,1,2,0,0,0,1,0,2
1779.396132974477,5749.671348241061,2089.179214230147,1600000,3,3,0,5,1,450,1,1,0,0,0,0,0,0,0,1,0
1777.017383204487,5747.810835969065,2096.3112397031314,5000000,16,1,0,1,2,650,1,2,0,0,2,1,1,0,0,1,2
1771.1108620930047,5751.90951513025,2090.0584307454833,2700000,12,1,0,7,2,480,1,1,0,0,2,1,0,0,0,1,1
1772.627645773896,5754.867296564571,2080.6091964541724,7500000,18,6,0,0,2,450,1,1,0,0,2,1,0,0,0,1,1
1770.7212414091453,5755.185657258689,2081.3518048869855,17500000,11,7,2,3,7,1040,2,2,0,0,2,1,0,0,0,1,1
1774.703767702966,5753.428748022084,2082.81664539487,21200000,8,2,2,1,6,1185,2,2,0,0,1,1,1,0,0,1,1
1775.3368725129085,5748.930809643842,2094.663346464986,9800000,8,3,0,15,5,685,1,1,0,0,1,0,0,0,0,0,2
1773.048030154123,5750.522466208952,2092.231595305043,45500000,50,27,5,0,5,1820,3,3,1,1,5,1,0,0,0,1,2
1773.4448943471407,5749.314462521166,2095.212976706426,47500000,4,2,6,20,4,1860,4,4,0,0,0,1,1,0,0,1,1
1773.2626735694928,5752.437385275285,2086.7785265840785,50000000,11,4,6,10,4,2800,4,5,1,1,2,2,1,0,0,1,2
1769.3775361717169,5755.063274556044,2082.8324081277324,17500000,7,1,0,20,4,800,1,1,0,0,1,1,1,0,0,1,2
1775.0792932360491,5752.434657703107,2085.240996043562,7500000,5,0,1,30,1,320,1,1,0,0,1,1,0,0,0,1,1
1777.699056619105,5756.340605970884,2072.189637110057,25000000,10,1,2,3,3,1000,2,2,0,0,2,1,0,0,1,1,1
1773.7732571792346,5748.375292966396,2097.510649157537,10500000,5,0,1,31,5,490,1,2,0,0,0,1,1,0,0,1,2
1774.570856153222,5754.9373969604785,2078.758002644218,30000000,5,0,2,50,7,880,2,1,0,0,0,1,1,0,0,1,2
1772.3141100740513,5748.190603941574,2099.249503034409,13000000,7,6,2,16,4,985,2,2,0,0,1,0,1,0,0,1,1
1774.4816116500197,5750.07318704384,2092.2510254640674,9500000,17,9,0,0,6,650,1,2,0,0,2,1,0,0,0,1,2
1776.0080808095086,5748.868150839086,2094.266287072232,9500000,7,6,0,10,4,750,1,2,0,0,1,0,1,0,0,1,1
1770.8412956135378,5755.3717871804665,2080.7348935116356,15000000,4,2,4,40,5,700,2,1,0,0,0,2,1,0,0,1,1
1775.5889815769485,5749.608376051578,2092.588896687564,9000000,8,0,4,7,4,700,2,2,0,0,1,2,1,0,0,1,2
1777.1752757717893,5754.921015540534,2076.5772665796417,30000000,9,2,2,3,0,650,2,2,0,0,2,1,1,0,1,1,1
1774.9695730570345,5752.236944390479,2085.8797065773033,7500000,2,1,1,40,5,450,1,1,0,0,0,1,0,0,0,1,0
1775.3960976929282,5749.5458028937965,2092.924450792013,9500000,8,4,0,7,5,660,1,2,0,0,2,0,1,0,0,1,1
1777.9216085752291,5755.78099051765,2073.5527345493115,9500000,24,5,0,2,6,450,1,1,0,0,2,1,0,0,0,1,1
1778.8287302697909,5754.707543309639,2075.7529812918265,25500000,4,2,0,60,2,554,1,1,0,0,0,1,1,0,0,1,2
1771.58876774527,5755.314425938846,2080.2572188503527,16000000,8,7,2,1,3,1150,2,2,0,0,2,1,0,0,0,1,1
1777.5046553230661,5750.230157769626,2089.2513809930915,14500000,8,2,0,30,5,580,1,1,0,0,2,0,1,0,0,1,1
1776.2424193759161,5750.87519462917,2088.5493442599063,18500000,8,3,2,15,2,940,2,2,0,0,1,1,0,0,0,1,1
1765.2234820824397,5752.572517327577,2093.212003403431,17500000,7,6,2,15,1,890,2,2,0,0,2,1,1,0,2,1,2
1777.5436022224667,5750.296394466297,2089.035930276426,25500000,23,9,2,0,2,1250,2,2,0,1,2,1,0,0,0,1,1
1775.254525934115,5749.969809125409,2091.879433021116,13500000,8,6,2,5,6,855,2,2,0,0,1,0,0,0,0,0,2
1773.800242148753,5749.9312996238805,2093.218514765877,8700000,20,10,0,1,1,720,1,2,0,0,2,0,0,0,0,1,2
1775.9592105437048,5750.475089752802,2089.891414551839,7000000,7,3,0,10,1,470,1,1,0,0,1,1,0,0,0,1,1
1773.365722358834,5752.874751216258,2085.484862467531,14000000,7,5,2,30,5,560,2,1,0,0,1,0,1,0,0,1,2
1768.9450903127238,5753.740003210473,2086.8517539379873,49000000,19,16,5,15,3,1390,3,3,1,1,2,0,1,0,0,1,2
1766.4242460573398,5754.603600210433,2086.6058054615582,10500000,11,6,2,1,2,1050,2,2,0,0,2,1,0,0,0,1,1
1772.142543354554,5748.707468691954,2097.9786093852795,9750000,8,7,0,11,5,610,1,2,1,1,2,0,1,0,0,1,2
1775.1494627358,5748.483722447676,2096.0487298016023,16500000,17,11,2,1,5,1140,2,3,0,0,2,1,1,0,0,1,2
1773.384373091232,5755.306273532131,2078.749278560914,8600000,8,7,0,5,0,650,1,1,0,0,1,1,1,0,0,1,1
1769.3812470562366,5753.813311178633,2086.279794914695,26000000,8,3,2,17,1,940,2,2,1,1,2,1,1,0,0,1,2
1778.053280848931,5748.684969982678,2093.0333600680146,9200000,13,9,2,3,5,1000,2,2,0,0,2,1,1,0,0,1,1
1771.556964671898,5747.9172123707285,2100.636722675961,11300000,15,2,2,1,5,1085,2,2,0,0,2,2,0,0,0,1,2
1769.997450471771,5753.752843347012,2085.92383441956,16500000,16,14,2,8,2,1000,2,3,0,1,2,1,0,0,0,1,2
1771.2786046869853,5753.092258096779,2086.6582313366607,14000000,11,7,2,5,5,1075,2,1,1,1,2,1,0,0,0,0,1
1776.884144812674,5750.114981337653,2090.0960354274644,9500000,4,2,0,8,4,650,1,1,0,0,1,1,1,0,0,1,2
1771.6884847253275,5748.1614445836485,2099.8573570825447,8300000,7,6,4,8,5,600,2,1,0,0,1,2,1,0,0,1,1
1778.1203464179991,5748.624572609518,2093.1422686583883,7500000,8,2,2,4,1,850,2,2,0,0,1,1,0,0,0,1,2
1778.850851343961,5749.999064259963,2088.7415851853048,12000000,7,1,2,15,4,525,2,1,0,0,1,2,0,0,0,1,2
1777.2357213848973,5748.357778611596,2094.6257517057948,1800000,2,1,1,13,1,200,1,1,0,0,0,0,0,0,0,0,0
1764.682654699486,5753.5114944398065,2091.086227670157,12000000,7,5,2,1,0,1000,2,2,0,0,1,1,0,0,0,0,1
1771.592106668888,5748.226200778042,2099.7614036545506,4700000,8,4,1,12,6,400,1,1,0,0,1,2,1,0,0,1,0
1773.9670935976146,5755.397977167734,2077.998045053553,3200000,7,4,1,9,4,310,1,2,0,0,1,0,0,0,0,0,0
1770.5712807834275,5756.6989603289585,2077.290403340952,1100000,6,5,1,10,3,292,1,2,0,0,0,1,0,0,0,1,1
1777.4052672415505,5756.332528575446,2072.4640736201436,2700000,23,16,0,3,4,350,1,1,0,0,3,1,0,0,0,1,1
1775.938458270195,5749.175416830083,2093.48169778327,5500000,8,0,0,1,3,700,1,1,1,1,2,0,1,0,0,1,2
1772.8834730711026,5747.789654561309,2099.866490477269,3500000,8,3,0,8,4,350,1,1,0,0,1,1,0,0,0,0,1
1780.1533495829365,5749.182614555572,2089.8790195751994,26000000,37,6,5,0,7,1650,3,3,1,1,3,0,0,1,0,1,2
1780.1601674200665,5749.182259956393,2089.8741876327526,35500000,37,17,5,0,7,1680,3,3,1,1,3,0,0,1,0,1,2
1770.7987383611778,5755.043715402537,2081.678328182389,18500000,11,2,2,1,6,1050,2,3,0,0,2,0,0,0,0,1,1
1773.431782117751,5748.183069049358,2098.326027782376,21500000,8,6,2,0,5,1250,2,2,0,0,2,0,0,0,0,0,1
1772.1968819570147,5750.611409056196,2092.7082055591372,11000000,8,4,2,10,1,950,2,2,0,0,1,1,1,0,0,1,1
1773.9931216772895,5748.248863357916,2097.6711870896474,24000000,14,3,2,0,6,1300,2,2,0,0,2,0,0,0,0,0,2
1774.5839779487023,5753.51100352927,2082.691488789297,12500000,3,2,0,20,4,600,1,2,0,0,0,1,1,0,0,1,1
1775.4301679393443,5753.304071593526,2082.5419512116023,18000000,8,7,2,12,1,1000,2,3,0,0,1,1,0,0,0,1,1
1774.055370641256,5750.086729163006,2092.5752433311436,32500000,17,11,5,8,3,1755,3,3,1,1,2,1,1,0,0,1,2
1773.1423909232371,5750.276367394316,2092.827933705361,19000000,8,5,2,8,3,1000,2,2,1,1,2,1,0,0,0,1,2
1775.5774737265956,5748.317762773264,2096.141343750477,18000000,23,1,2,2,0,890,2,2,1,1,2,1,1,0,2,1,2
1774.066502382804,5750.306281803481,2091.9624065873318,22500000,25,19,5,0,3,1450,3,3,0,0,2,0,0,0,0,0,2
1776.3230904309726,5750.742683058556,2088.845583486302,23000000,25,11,5,2,7,1500,3,3,1,1,6,2,0,0,2,1,2
1770.339851437258,5756.128137679427,2079.06870329681,124000000,20,18,10,1,3,5572,5,6,1,1,2,1,0,0,2,1,2
1772.6357786636997,5749.2424329249825,2096.0951418426057,23000000,9,8,5,11,1,1350,3,2,0,0,2,1,1,0,0,1,2
1774.2161388445852,5749.637108613521,2093.6740940074114,8600000,7,1,0,0,5,575,1,2,0,0,1,0,0,0,0,1,1
1774.832153251163,5748.117711415492,2097.320815587678,20000000,16,16,2,1,5,1000,2,2,0,0,2,1,1,0,0,1,2
1772.9723263582468,5747.823763980944,2099.6980992951726,11500000,10,5,0,13,2,670,1,1,0,0,2,0,1,0,0,1,2
1769.6136741274129,5754.749316888929,2083.499158652984,16000000,7,6,5,35,6,1000,3,2,0,0,1,1,0,0,0,1,2
1772.977217530734,5750.172323135771,2093.2536970850792,8200000,7,6,0,12,3,526,1,1,0,0,1,1,0,0,0,1,2
1773.5299158348369,5747.653619672462,2099.692955149617,8700000,5,1,0,20,6,510,1,1,0,0,0,0,0,0,0,1,1
1775.9473761757313,5748.929596798508,2094.149089274373,10500000,17,4,0,3,4,710,1,2,0,0,2,0,1,0,0,1,1
1774.6618070526627,5753.606813242261,2082.3604657217293,14000000,7,6,0,2,3,710,1,2,0,0,1,1,0,0,0,1,1
1777.1254675697503,5750.568573624514,2088.6424185477804,15000000,26,8,0,15,2,560,1,1,0,0,2,0,1,0,0,1,1
1775.5123242586433,5749.497181259347,2092.95942366222,21500000,6,4,3,10,1,1050,3,2,0,0,2,2,1,0,0,1,2
1771.9197174094504,5748.227684393131,2099.480889037095,7500000,4,1,0,16,6,460,1,1,0,0,0,0,0,0,0,1,1
1768.4674612320791,5754.748354106708,2084.4748066286406,29000000,20,19,2,5,6,1350,2,2,1,1,2,1,1,0,2,1,2
1774.9868620011407,5750.514985505329,2090.6075770459643,30000000,8,5,5,12,6,1525,3,3,0,0,2,1,1,0,2,1,1
1773.4541517821144,5748.039407649833,2098.700631255288,17200000,20,11,3,1,6,1250,3,2,0,0,2,0,0,0,0,1,1
1777.8894023610674,5756.248546174515,2072.282062759794,13000000,7,1,0,8,6,450,1,1,0,0,1,0,0,0,1,1,2
1777.908070674733,5751.0460609249285,2086.660752817646,53100000,7,1,2,27,7,1050,2,2,1,0,2,1,1,0,0,1,2
1765.391060772416,5752.457766657501,2093.386023973273,17000000,8,5,2,13,7,875,2,2,1,1,2,1,1,0,1,1,2
1775.0514570163793,5752.126024394601,2086.11589429408,15100000,12,2,0,6,3,650,1,1,0,1,2,2,1,0,0,1,2
